1;1;10
1;1;10
1;3;9.58
1;4;9.44
1;4;9.44
1;6;9.31
1;7;9.17
1;8;8.89
1;9;8.75
1;10;8.61
1;11;8.47
1;11;8.47
1;11;8.47
1;14;8.33
1;15;8.19
1;15;8.19
1;15;8.19
1;18;7.92
1;18;7.92
1;20;7.78
1;20;7.78
1;22;7.64
1;22;7.64
1;22;7.64
1;25;7.36
1;25;7.36
1;25;7.36
1;28;6.94
1;29;6.81
1;30;6.67
1;31;6.25
1;32;6.11
1;32;6.11
1;32;6.11
1;32;6.11
1;36;5.56
1;36;5.56
1;38;5.42
1;39;5.28
1;39;5.28
1;39;5.28
1;39;5.28
1;39;5.28
1;39;5.28
1;39;5.28
1;46;5
1;46;5
1;46;5
1;49;4.86
1;50;4.72
1;50;4.72
1;52;4.44
1;52;4.44
1;54;4.31
1;55;4.03
1;55;4.03
1;55;4.03
1;55;4.03
1;55;4.03
1;55;4.03
1;61;3.89
1;61;3.89
1;61;3.89
1;61;3.89
1;65;3.61
1;66;3.47
1;67;3.33
1;67;3.33
1;67;3.33
1;70;3.06
1;70;3.06
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;72;2.78
1;88;2.5
1;88;2.5
1;88;2.5
1;88;2.5
1;88;2.5
1;88;2.5
1;88;2.5
1;88;2.5
1;96;2.22
1;96;2.22
1;96;2.22
1;96;2.22
1;96;2.22
1;101;2.08
1;101;2.08
1;101;2.08
1;101;2.08
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;105;1.94
1;160;1.67
1;161;1.53
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;162;1.39
1;182;1.11
1;183;0.83
1;183;0.83
1;183;0.83
1;183;0.83
1;187;0.56
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
1;188;0
